patch_name,sci_res2_norm,fov_ratio,sample_id,is_hard,j3_dice,j3_recall,p0_dice,p0_recall,p5_dice,p5_recall,delta_j3_p0_dice,delta_j3_p0_recall,delta_j3_p5_dice,delta_j3_p5_recall,j3_vs_p0,j3_vs_p5
22_y128_x64.png,0.54018235206604,0.995056,22,False,0.8150261535543839,0.7902259069145877,0.8146911523618147,0.787459655198434,0.8230842009860829,0.8022129976845873,0.00033500119256923977,0.0027662517161537448,-0.008058047431699022,-0.011987090769999598,tied,worse
22_y128_x128.png,0.5663115978240967,1.0,22,False,0.8315730964766109,0.8483931914994586,0.8267640841631146,0.8128544392708716,0.8387219478152873,0.8336483900429171,0.004809012313496286,0.035538752228586934,-0.007148851338676376,0.014744801456541445,tied,worse
22_y128_x192.png,0.5750489830970764,1.0,22,False,0.8314367001574738,0.8455696171950465,0.824195906754028,0.8155515341209709,0.8366345632625213,0.8325497257412305,0.007240793403445855,0.030018083074075608,-0.00519786310504744,0.01301989145381599,better,worse
22_y128_x256.png,0.5609104037284851,1.0,22,False,0.817052827030486,0.8159940732469675,0.8094415662839348,0.7808219149173568,0.8168156746874345,0.7948907782492011,0.007611260746551163,0.035172158329610737,0.00023715234305143884,0.02110329499776642,better,tied
22_y128_x320.png,0.5235212445259094,1.0,22,False,0.8117710392754871,0.7426132608581311,0.8129055518873368,0.7403151650022483,0.8190777898291486,0.7639527223770429,-0.001134512611849714,0.002298095855882809,-0.0073067505536614785,-0.021339461518911862,tied,worse
22_y128_x384.png,0.5235865712165833,0.981506,22,False,0.837273143453907,0.7551581822416555,0.8496240603765052,0.7771664352760208,0.8404395606733486,0.7889958712819921,-0.012350916922598154,-0.022008253034365266,-0.003166417219441553,-0.03383768904033657,worse,tied
22_y192_x0.png,0.8072956204414368,0.850525,22,True,0.6873589182428955,0.584452969439031,0.6944140213887513,0.6084452916655922,0.6906552111135595,0.6170825276671542,-0.007055103145855779,-0.023992322226561225,-0.0032962928706640193,-0.03262955822812319,worse,tied
22_y192_x64.png,0.7491727471351624,1.0,22,True,0.7267950971196874,0.7065834239126934,0.7392950779513688,0.7202043091929381,0.7484204487408948,0.7395005633399514,-0.012499980831681468,-0.013620885280244743,-0.021625351621207378,-0.032917139427258046,worse,worse
22_y192_x128.png,0.6265934109687805,1.0,22,True,0.7632726346158691,0.818932301491842,0.7528089894253371,0.7743533254025684,0.7757255942592992,0.8090258623608924,0.010463645190532,0.044578976089273636,-0.012452959643430073,0.009906439130949685,better,worse
22_y192_x192.png,0.5426118969917297,1.0,22,False,0.7641881646003394,0.7593486082065826,0.758104738908651,0.7334137470843561,0.7923715786146676,0.7768395610564562,0.006083425691688404,0.025934861122226427,-0.028183414014328112,-0.017490952849873675,better,worse
22_y192_x256.png,0.6109257936477661,1.0,22,True,0.7180783826862251,0.7012345635726261,0.7071672364943098,0.6395061688919372,0.7390876280305625,0.6950617241045572,0.010911146191915355,0.061728394680688914,-0.021009245344337346,0.0061728394680689025,better,worse
22_y192_x320.png,0.5993678569793701,1.0,22,True,0.7373400118604897,0.6829896872010841,0.7319735715829544,0.6567010275427783,0.7521898848482909,0.6860824706902966,0.0053664402775353,0.026288659658305846,-0.01484987298780116,-0.0030927834892124917,better,worse
22_y192_x384.png,0.577846109867096,1.0,22,False,0.8304568530377711,0.7636703100462248,0.8430953401124478,0.7890104006694841,0.832838773727796,0.7860762849131067,-0.01263848707467674,-0.02534009062325937,-0.0023819206900249634,-0.022405974866881895,worse,tied
22_y192_x437.png,0.681067943572998,0.855896,22,True,0.8334115441366939,0.7780373809052646,0.8444650589912414,0.7976051378574616,0.8403770145327196,0.8072429882966033,-0.01105351485454742,-0.019567756952196924,-0.006965470396025686,-0.029205607391338706,worse,worse
22_y256_x0.png,0.9527600407600404,0.873169,22,True,0.5472000036224,0.4803370719053782,0.5321739171115312,0.42977527486270684,0.5345394775120109,0.456460667746339,0.015026086510868786,0.050561797042671386,0.012660526110389037,0.023876404159039244,better,better
22_y256_x64.png,0.8356077671051025,1.0,22,True,0.6803472782938149,0.6739640291324157,0.6877828067141801,0.653635647743271,0.6819296824123888,0.6520719260979522,-0.007435528420365212,0.020328381389144723,-0.0015824041185739102,0.02189210303446354,worse,tied
22_y256_x128.png,0.8580194115638733,1.0,22,True,0.6645412693427514,0.7020958031280254,0.65994021053834,0.6609281387655079,0.6647080438314064,0.6773952045105149,0.004601058804411418,0.04116766436251751,-0.000166774488654986,0.024700598617510505,tied,tied
22_y256_x192.png,0.8000372052192688,1.0,22,True,0.6065747634858178,0.5789473625612616,0.5944751403620158,0.5445344074439837,0.6217780135624512,0.5981781315973873,0.012099623123802083,0.03441295511727782,-0.015203250076633368,-0.01923076903612575,better,worse
22_y256_x256.png,0.6302229166030884,1.0,22,True,0.6844726134700198,0.6696191260441176,0.6672879791831874,0.63418954265554,0.7053449076960031,0.6837909593995486,0.017184634286832368,0.0354295833885776,-0.020872294225983357,-0.01417183335543104,better,worse
22_y256_x320.png,0.5305317044258118,1.0,22,False,0.7670908559719123,0.76011729759462,0.7668455582383854,0.7542521949897232,0.7834808265974017,0.7788856259302896,0.00024529773352688355,0.00586510260489681,-0.016389970625489414,-0.01876832833566966,tied,worse
22_y256_x384.png,0.4821863174438476,1.0,22,False,0.849432689589953,0.8071095547578393,0.8444854640140202,0.7998251724946819,0.8577430974523663,0.8327505803241533,0.0049472255759327455,0.0072843822631574184,-0.008310407862413327,-0.02564102556631398,tied,worse
22_y256_x437.png,0.5935457348823547,0.877991,22,True,0.8665672138793847,0.8176415363852313,0.8504594822882883,0.796058802639791,0.8670855487883268,0.8417266160721719,0.016107731591096464,0.021582733745440286,-0.0005183349089420419,-0.024085079686940625,better,tied
22_y320_x64.png,0.5738767385482788,1.0,22,False,0.7663438263730514,0.7829313495180498,0.7790476197490552,0.7588126112627545,0.7625313290647515,0.7526283194024223,-0.012703793376003802,0.024118738255295313,0.0038124973082999114,0.030303030115627516,worse,tied
22_y320_x128.png,0.6539981365203857,1.0,22,True,0.7731343289225514,0.810218973877899,0.7773797344488748,0.791970798790559,0.7751464227778293,0.7935349280837595,-0.004245405526323354,0.01824817508734,-0.0020120938552778966,0.016684045794139513,tied,tied
